Fish Sanctuary OGF ID,Zone Number,Waterbody Description,Waterbody Description French,Fish Sanctuary,Fish Sanctuary French,Effective Date,Expiry Date
107035576,5,"Trout River (49°01’N., 92°53’W.) - from the falls of Sakwite Lake to Otukamamoan Lake.",Rivière Trout (49° 01’ N. et 92° 53’ O.) - depuis les chutes du lac Sakwite jusqu’au lac Otukamamoan.,Fish sanctuary - no fishing from Apr. 1 - June 14,Réserve de poissons - aucune pêche entre le 1er avril et le 14 juin,01/01/2022,12/31/2022
107035577,5,Wabigoon Lake - 100 m (328 ft.) from Christie Island - Zealand Twp.,Lac Wabigoon - 100 m (328 pi) depuis l’île Christie - canton de Zealand,Fish sanctuary – no fishing from Apr. 1 – June 14,Réserve de poissons - aucune pêche entre le 1er avril et le 14 juin.,01/01/2022,12/31/2022
107035578,5,Wabigoon River - Snake Bay Road to the Wabigoon Lake Indian Reserve - Satterly Twp.,Rivière Wabigoon - chemin de la baie Snake jusqu’à la réserve indienne du lac Wabigoon - canton de Satterly.,Fish sanctuary – no fishing from Apr. 1 – June 14,Réserve de poissons - aucune pêche entre le 1er avril et le 14 juin.,01/01/2022,12/31/2022
107035579,5,"White Otter Lake (49°07’N., 91°52’W.)",Lac White Otter (49° 07’ N. et 91° 52’ O.),Fish sanctuary - no fishing from Apr. 1 - June 14,Réserve de poissons - aucune pêche entre le 1er avril et le 14 juin,01/01/2022,12/31/2022
107035602,5,Winnipeg River (west branch) - from Norman Dam to westerly tip of Tunnel Island and northerly point of Patent Property A-16.,"Rivière Winnipeg (bras ouest) - depuis le barrage Norman jusqu’à l’extrémité ouest de l’île Tunnel, et la pointe la plus au nord de la propriété concédée A-16.",Fish sanctuary - no fishing from Apr. 1 - June 14,Réserve de poissons - aucune pêche entre le 1er avril et le 14 juin,01/01/2022,12/31/2022
107035580,6,Argon Lake Grand Trunk Pacific Block 2.,"Lac Argon, Grand Trunk Pacific, bloc 2.",Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035580,6,Gessie Lake - Goodfellow Twp.,Lac Gessie - canton de Goodfellow,Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035581,6,"Granite River and Saganaga Lake, Saganaga Falls.","Rivière Granite et lac Saganaga, chutes Saganaga.",Fish sanctuary - no fishing from Apr. 1 - May 31,Réserve de poissons - aucune pêche du 1er avril au 31 mai,01/01/2022,12/31/2022
107035582,6,Greenwater Creek - from the dam on Greenwater Creek to the first island in Upper Shebandowan Lake.,Ruisseau Greenwater - depuis le barrage du ruisseau Greenwater jusqu’à la première île du lac Upper Shebandowan.,Fish sanctuary - no fishing from Apr. 1 - May 31,Réserve de poissons - aucune pêche du 1er avril au 31 mai,01/01/2022,12/31/2022
107035580,6,Henderson Lake - Grand Trunk Pacific Block 2.,"Lac Henderson - Grand Trunk Pacific, bloc 2",Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035580,6,Ice Lake - Goodfellow Twp.,Lac Ice - canton de Goodfellow,Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035584,6,Kashabowie River - from the dam on Kashabowie Lake to the island in Upper Shebandowan Lake.,Rivière Kashabowie - depuis le barrage du lac Kashabowie jusqu’à l’île du lac Upper Shebandowan.,Fish sanctuary - no fishing from Apr. 1 - May 31,Réserve de poissons - aucune pêche du 1er avril au 31 mai,01/01/2022,12/31/2022
107035585,6,Lake Nipigon (West Bay) the waters lying north and west of the north tip of Boles Island.,"Lac Nipigon (baie West), les eaux qui s’étendent au nord et à l’ouest de la pointe nord de l’île Boles.",Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035586,6,Little Gunflint Lake.,Petit lac Gunflint,Fish sanctuary - no fishing from Apr. 1 - May 31,Réserve de poissons - aucune pêche du 1er avril au 31 mai,01/01/2022,12/31/2022
107035586,6,Little North Lake.,Petit lac North,Fish sanctuary - no fishing from Apr. 1 - May 31,Réserve de poissons - aucune pêche du 1er avril au 31 mai,01/01/2022,12/31/2022
107035587,6,"Little Savanne River (48°57'N., 90°15'W.) - from the C.P.R. right-of-way to the first C.N.R. right-of-way.","Petite rivière Savanne (48° 57’ N. et 90° 15’ O.), depuis l’emprise de la voie ferrée du CP jusqu’à l’emprise de la voie ferrée du CN.",Fish sanctuary - no fishing from Apr. 1 - May 31,Réserve de poissons - aucune pêche du 1er avril au 31 mai,01/01/2022,12/31/2022
107035588,6,Maligne River and Curran Bay (Saganaga Lake),Rivière Maligne et baie Curran (lac Saganaga),Fish sanctuary - no fishing from Apr. 1 - May 31,Réserve de poissons - aucune pêche du 1er avril au 31 mai,01/01/2022,12/31/2022
107035589,6,McIntyre River - from the footbridge to the dam on the University property in the City of Thunder Bay.,"Rivière McIntyre,  depuis la passerelle du barrage sur la propriété de l’université de la ville de Thunder Bay.",Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035590,6,Nipigon River - (Backpool) below the Alexander Dam east of a line drawn south from the Alexander Dam Log Chute to the northernmost tip of the point of land on the east shore of the Nipigon River.,"Rivière Nipigon - (Backpool) en aval du barrage Alexander, à l’est d’une ligne tracée vers le sud depuis la glissoire du barrage Alexander jusqu’à la pointe la plus au nord du point terrestre sur la rive est de la rivière Nipigon.",Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in May & Tues. after Labour Day - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e sam. de mai, et du jeudi après la fête du Travail jusqu’au 31 déc.",01/01/2022,12/31/2022
107035591,6,"Nipigon River (Gapen’s Pool) (49°01’N., 88°15’W.) that part of the Nipigon River lying east of a line drawn north from the eastern shore abutment of Hwy. 11/17 bridges to the western tip of a point of land on the eastern shore of the outflow from Lake Hel","Rivière Nipigon (bassin Gapen’s) (49° 01’ N. et 88° 15’ O.), la partie de la rivière Nipigon qui s’étend à l’est d’une ligne tracée au nord depuis la butée (rive est) des ponts de la route 11/17 jusqu’à la pointe ouest d’un point terrestre sur la rive est",Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in May & Tues. after Labour Day - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e sam. de mai, et du jeudi après la fête du Travail jusqu’au 31 déc.",01/01/2022,12/31/2022
107035592,6,"Nipigon River (Parmacheene) (49°05’N., 88°19’W.) from the downstream edge of the Parmacheene C.N.R. bridge abutments, upstream approx. 400 m (1312 ft.) to the first narrows.","Rivière Nipigon (Parmacheene)(49° 05’ N. et 88° 19’ O.) depuis le bord, en aval, des butées du pont du CN Parmacheene, puis en amont sur environ 400 m (1 312 pi) jusqu’au premier rétrécissement.",Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in May & Tues. after Labour Day - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e sam. de mai, et du jeudi après la fête du Travail jusqu’au 31 déc.",01/01/2022,12/31/2022
107035586,6,Pine River - near Gunflint Lake.,"Rivière Pine, près du lac Gunflint.",Fish sanctuary - no fishing from Apr. 1 - May 31,Réserve de poissons - aucune pêche du 1er avril au 31 mai,01/01/2022,12/31/2022
107035580,6,Savanne Lake - Grand Trunk Pacific Block 2.,"Lac Savanne - Grand Trunk Pacific, bloc 2",Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035594,6,"Savanne River (48°56'N., 90°17'W.) - from One Mile Creek to Dexter Creek.",Rivière Savanne (48° 56’ N. et 90° 17’ O.) - depuis le ruisseau One Mile jusqu’au ruisseau Dexter.,Fish sanctuary - no fishing from Apr. 1 - May 31,Réserve de poissons - aucune pêche du 1er avril au 31 mai,01/01/2022,12/31/2022
107035595,6,Sawmill Creek and Sawmill Bay of Upper Shebandowan Lake.,Ruisseau et baie Sawmill au lac Upper Shebandowan.,Fish sanctuary - no fishing from Apr. 1 - May 31,Réserve de poissons - aucune pêche du 1er avril au 31 mai,01/01/2022,12/31/2022
107035596,6,"Squeers Lake (48°31’N., 90°33’W.)",Lac Squeers (48° 31’ N. et 90° 33 O.),Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035597,6,Swamp River and Swamp Bay of Lower Shebandowan Lake - Conacher and Hagey Twps.,Rivière et baie Swamp du lac Lower Shebandowan - cantons de Conacher et Hagey,Fish sanctuary - no fishing from Apr. 1 - May 31,Réserve de poissons - aucune pêche du 1er avril au 31 mai,01/01/2022,12/31/2022
107035599,6,Weikwabinonaw River - between Marks Lake and Weikwabinonaw Lake.,Rivière Weikwabinonaw - entre les lacs Marks et Weikwabinonaw,Fish sanctuary - no fishing from Apr. 1 - May 31,Réserve de poissons - aucune pêche du 1er avril au 31 mai,01/01/2022,12/31/2022
107104617,6,Weikwabinonaw River - from Marks Lake upstream to the Weikwabinonaw Lake Road.,Rivière Weikwabinonaw - depuis le lac Marks en amont jusqu’au chemin du lac Weikwabinonaw,Fish sanctuary - no fishing from Apr. 1 - May 31,Réserve de poissons - aucune pêche du 1er avril au 31 mai,01/01/2022,12/31/2022
107035600,6,"Weikwabinonaw River - from Trafalgar Bay on Northern Light Lake extending upstream to its confluence with Nelson Creek, including the unnamed lake known locally as Lily Lake.","Rivière Weikwabinonaw - depuis la baie Trafalgar au lac Northern Light, en continuant en amont jusqu’à sa confluence avec le ruisseau Nelson, y compris le lac sans nom connu localement sous le nom de lac Lily.",Fish sanctuary - no fishing from Apr. 1 - May 31,Réserve de poissons - aucune pêche du 1er avril au 31 mai,01/01/2022,12/31/2022
107035603,7,Alder Creek - from the culvert at Hwy. 17 downstream to Cedar Lake and 200 m (656 ft.) out from the creek mouth into Cedar Lake.,"Ruisseau Alder - depuis le ponceau de la route 17, en aval jusqu’au lac Cedar et 200 m (656 pi) depuis la bouche du ruisseau jusqu’au lac Cedar.",Fish sanctuary - no fishing from Mar. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 mars et le 15 juin.,01/01/2022,12/31/2022
107035604,7,Anaharea Lake - Doucett Twp.,Lac Anaharea - canton de Doucett,Fish sanctuary - no fishing from Jan. 1 - Feb. 14 & Mar. 16 - the 3rd Sat. in May,"Réserve de poissons - aucune pêche entre le 1er janv. et le 14 févr., ni du 16 mars au 3e samedi de mai.",01/01/2022,12/31/2022
107035605,7,Augusta Lake west of St. Germain Twp. - Mishibishu Chain.,"Lac Augusta, à l’ouest du canton de St. Germain - chaîne Mishibishu.",Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035606,7,"Borealis Lake (49°00’43”N., 86°44’08”W.).",Lac Borealis (49° 00’ 43” N. et 86° 44’ 08” O.),Fish sanctuary - no fishing from Jan. 1 - Jul. 31 & Oct. 16 - Dec. 31,Réserve de poissons - aucune pêche entre le 1er jan. au 31 juil. et du 16 oct. au 31 déc.,01/01/2022,12/31/2022
107035607,7,"Buhl Lake (49°17’N., 86°19’W.).",Lac Buhl (49° 17’ N. et 86° 19’ O.),Fish sanctuary - no fishing from Jan. 1 - Fri. before the 3rd Sat. in May & Oct. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 3e samedi de mai, ni du 1er oct. au 31 déc.",01/01/2022,12/31/2022
107035608,7,"Cedar Creek (narrows) - between Cedar Lake and Little Cedar Lake - Brothers Twp., 200 m (656 ft.) out from each end of the creek.","Ruisseau Cedar (passage) - entre les lacs Cedar et petit Cedar - canton de Brothers, 200 m (656 pi) depuis chaque extrémité du ruisseau.",Fish sanctuary - no fishing from Mar. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 mars et le 15 juin.,01/01/2022,12/31/2022
107035609,7,"Chapleau River (also known as Kebsquasheshing River) - Chapleau Twp., between Three Mile Rapids (47°50’16”N., 83°27’24”W.) and a narrowing of the river at 47°50’05”N., 83°26’53”W.","Rivière Chapleau (aussi connue sous le nom de rivière Kebsquasheshing) - canton de Chapleau, entre les rapides Three Mile (47° 50’ 16” N. et 83° 27’ 24” O.) et un rétrécissement de la rivière à 47° 50’ 05” N. et 83° 26’ 53” O.",Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035610,7,"Chapleau River (also known as Kebsquasheshing River) - Chapleau Twp., from the centreline of the C.P.R. track upstream for 100 m (328 ft.) and downstream for 300 m (984 ft.).","Rivière Chapleau (aussi connue sous le nom de rivière Kebsquasheshing) - canton de Chapleau, partant d’une ligne au centre de la voie ferrée du C.P.R., en amont sur une distance de 100 m (328 pi) et en aval sur une distance de 300 m (984 pi).",Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035611,7,"Cirrus Lake (48°55’N., 86°10’W.).",Lac Cirrus (48° 55’ N. et 86° 10’ O.),Fish sanctuary - no fishing from Jan. 1 - Feb. 15 & Mar. 15 - Fri. before the 3rd Sat. in May,"Réserve de poissons - aucune pêche entre le 1er janv. et le 15 févr., ni du 15 mars au vendredi avant le 3e samedi de mai.",01/01/2022,12/31/2022
107035612,7,"Crayfish Lake - Killins Twp., Two Bays at the south end, south of a line east and west of tip of the peninsula 200 m (656 ft.) northwest of the inlet from West Kabenung Lake; and all tributaries from West Kabenung Lake; and the tributary 200 m (656 ft.) w","Lac Crayfish - canton de Killins, Two Bays à l’extrémité sud, au sud d’une ligne à l’est et à l’ouest de l’extrémité de la péninsule, 200 m (656 pi) au nord-ouest du bras depuis le lac Kabenung Ouest; et tous les tributaires depuis le lac West Kabenung; e",Fish sanctuary - no fishing from Mar. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 mars et le 15 juin.,01/01/2022,12/31/2022
107035613,7,Delmage Bay - Delmage Twp.,Baie Delmage - canton de Delmage,Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035614,7,Dog Lake - Bay 57 Narrows - West Twp.,Lac Dog - passage de la baie 57 - canton de West,Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035615,7,Dog Lake - Dog-McMurtry Narrows - Bruyere Twp.,Lac Dog - passage Dog-McMurtry - canton de Bruyere,Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035616,7,"Dog Lake and Dog River - West Twp., from 200 m (656 ft.) out from river mouth to the northern township boundary up river.","Lac et rivière Dog - canton West, depuis 200 m (656 pi) depuis l’embouchure de la rivière jusqu’à la limite nord du canton, en amont.",Fish sanctuary - no fishing from Mar. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 mars et le 15 juin.,01/01/2022,12/31/2022
107035617,7,Dog Lake and McKee Creek (Bay 57) - Stover Twp. from 200 m (656 ft.) out from creek mouth to 300 m (984 ft.) up creek.,"Lac Dog et ruisseau McKee (baie 57) - canton de Stover, 200 m (656 pi) depuis l’embouchure du ruisseau jusqu’à 300 m (984 pi) en amont du ruisseau.",Fish sanctuary - no fishing from Mar. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 mars et le 15 juin.,01/01/2022,12/31/2022
107035618,7,Dog Lake at Height of Land Bay - Stover Twp. from 1.3 km (0.81 mi.) out into Dog Lake to Crooked Lake portage.,"Lac Dog à la hauteur de la baie Land - canton de Stover, depuis 1,3 km (0,81 mille) jusqu‘au lac Dog et le portage du lac Crooked.",Fish sanctuary - no fishing from Mar. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 mars et le 15 juin.,01/01/2022,12/31/2022
107035619,7,Dog Lake at Lochalsh Bay and Lochalsh River - (Gutelius) Riggs Twp. - lying within 182 m (597 ft.) radius measured from the C.P.R. bridge.,"Lac Dog, à la baie Lochalsh et la rivière Lochalsh - canton de Riggs (Gutelius) - dans un rayon de moins de 182 m (597 pi) depuis le pont du CFCP.",Fish sanctuary - no fishing from Mar. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 mars et le 15 juin.,01/01/2022,12/31/2022
107035620,7,"Duncannon Lake (47°56’N., 83°25’W.) - Panet and Marshall Twps.",Lac Duncannon (47° 56’ N. et 83° 25’ O.) - cantons de Planet et Marshall,Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
